Dataset,Training Start,Training End,Forecast Horizon,Model,Temperature,Series Type,Prompt Type,Examples,Sampling Strategy,Format,sMAPE,MAE,RMSE,Financial Cost ($),CarbonTracker CO2 (g),CarbonTracker Energy Consumption (Wh),Eco2AI CO2 (g),Eco2AI Energy Consumption (Wh),Input Tokens,Output Tokens,Inference Time (s),Actual Values,Predicted Values,Prompt
Covid-19,2021-03-12 00:00:00,2022-03-10 00:00:00,7,mistralai/ministral-3-3b,0.7,numeric,cot,0,,csv,87.25,5026.43,5072.51,0.0,0.133195,0.299314,0.025741,0.227655,9858,244,6.556004524230957,"[4184, 4194, 3614, 3116, 2503, 2568, 2876]","[8594.0, 9486.0, 8913.0, 9087.0, 7842.0, 7729.0, 6589.0]","[OBJECTIVE]
Predict the next 7 values based on the historical series (364 periods).

[STATISTICAL CONTEXT]
- Mean: 87124.1099
- Median: 39083.5
- Standard Deviation: 107555.5417
- Minimum Value: 3993
- Maximum Value: 414188
- First Quartile (Q1): 16033.5
- Third Quartile (Q3): 109220.5
- Trend Strength (STL): 0.9985
- Seasonality Strength (STL): 0.7754

[REASONING GUIDELINES]
- Trend: Identify the overall direction (increasing, decreasing, stable) and the trend strength.
- Seasonality: Patterns that repeat at regular intervals (e.g., daily, weekly, monthly).
- Outliers: Possible outliers or abrupt changes.
- Cycles: Not seasonal long-term patterns.
- Noise reduction: Apply a technique to reduce noise when necessary.
- Consistency with the provided descriptive statistics (mean, median, etc.).
- Adjustment for data frequency and contextual events (holidays, promotions, etc.).

[INPUT]"
Covid-19,2021-03-12 00:00:00,2022-03-10 00:00:00,7,mistralai/ministral-3-3b,0.7,numeric,cot,0,,csv,105.04,7340.0,7509.38,0.0,0.060284,0.13547,0.015629,0.138222,9858,212,3.4406425952911377,"[4184, 4194, 3614, 3116, 2503, 2568, 2876]","[9428.0, 11580.0, 10293.0, 11050.0, 12356.0, 7974.0, 11754.0]","[OBJECTIVE]
Predict the next 7 values based on the historical series (364 periods).

[STATISTICAL CONTEXT]
- Mean: 87124.1099
- Median: 39083.5
- Standard Deviation: 107555.5417
- Minimum Value: 3993
- Maximum Value: 414188
- First Quartile (Q1): 16033.5
- Third Quartile (Q3): 109220.5
- Trend Strength (STL): 0.9985
- Seasonality Strength (STL): 0.7754

[REASONING GUIDELINES]
- Trend: Identify the overall direction (increasing, decreasing, stable) and the trend strength.
- Seasonality: Patterns that repeat at regular intervals (e.g., daily, weekly, monthly).
- Outliers: Possible outliers or abrupt changes.
- Cycles: Not seasonal long-term patterns.
- Noise reduction: Apply a technique to reduce noise when necessary.
- Consistency with the provided descriptive statistics (mean, median, etc.).
- Adjustment for data frequency and contextual events (holidays, promotions, etc.).

[INPUT]"
Covid-19,2021-03-12 00:00:00,2022-03-10 00:00:00,7,mistralai/ministral-3-3b,0.7,numeric,cot,0,,csv,49.46,2103.57,2254.62,0.0,0.055334,0.124347,0.012541,0.110916,9858,207,3.3125691413879395,"[4184, 4194, 3614, 3116, 2503, 2568, 2876]","[4897.0, 5742.0, 5576.0, 4900.0, 5639.0, 5018.0, 6008.0]","[OBJECTIVE]
Predict the next 7 values based on the historical series (364 periods).

[STATISTICAL CONTEXT]
- Mean: 87124.1099
- Median: 39083.5
- Standard Deviation: 107555.5417
- Minimum Value: 3993
- Maximum Value: 414188
- First Quartile (Q1): 16033.5
- Third Quartile (Q3): 109220.5
- Trend Strength (STL): 0.9985
- Seasonality Strength (STL): 0.7754

[REASONING GUIDELINES]
- Trend: Identify the overall direction (increasing, decreasing, stable) and the trend strength.
- Seasonality: Patterns that repeat at regular intervals (e.g., daily, weekly, monthly).
- Outliers: Possible outliers or abrupt changes.
- Cycles: Not seasonal long-term patterns.
- Noise reduction: Apply a technique to reduce noise when necessary.
- Consistency with the provided descriptive statistics (mean, median, etc.).
- Adjustment for data frequency and contextual events (holidays, promotions, etc.).

[INPUT]"
Covid-19,2021-03-12 00:00:00,2022-03-10 00:00:00,7,mistralai/ministral-3-3b,0.7,numeric,cot,0,,csv,175.31,47619.29,48396.18,0.0,0.065821,0.147912,0.016165,0.142965,9858,224,3.5487728118896484,"[4184, 4194, 3614, 3116, 2503, 2568, 2876]","[48490.0, 52833.0, 56989.0, 65712.0, 53345.0, 41320.0, 37701.0]","[OBJECTIVE]
Predict the next 7 values based on the historical series (364 periods).

[STATISTICAL CONTEXT]
- Mean: 87124.1099
- Median: 39083.5
- Standard Deviation: 107555.5417
- Minimum Value: 3993
- Maximum Value: 414188
- First Quartile (Q1): 16033.5
- Third Quartile (Q3): 109220.5
- Trend Strength (STL): 0.9985
- Seasonality Strength (STL): 0.7754

[REASONING GUIDELINES]
- Trend: Identify the overall direction (increasing, decreasing, stable) and the trend strength.
- Seasonality: Patterns that repeat at regular intervals (e.g., daily, weekly, monthly).
- Outliers: Possible outliers or abrupt changes.
- Cycles: Not seasonal long-term patterns.
- Noise reduction: Apply a technique to reduce noise when necessary.
- Consistency with the provided descriptive statistics (mean, median, etc.).
- Adjustment for data frequency and contextual events (holidays, promotions, etc.).

[INPUT]"
Covid-19,2021-03-12 00:00:00,2022-03-10 00:00:00,7,mistralai/ministral-3-3b,0.7,numeric,cot,0,,csv,49.51,2188.86,2589.91,0.0,0.07236,0.162607,0.014559,0.128763,9858,244,3.851222276687622,"[4184, 4194, 3614, 3116, 2503, 2568, 2876]","[4895.0, 4438.0, 5054.0, 6212.0, 4973.0, 7125.0, 5680.0]","[OBJECTIVE]
Predict the next 7 values based on the historical series (364 periods).

[STATISTICAL CONTEXT]
- Mean: 87124.1099
- Median: 39083.5
- Standard Deviation: 107555.5417
- Minimum Value: 3993
- Maximum Value: 414188
- First Quartile (Q1): 16033.5
- Third Quartile (Q3): 109220.5
- Trend Strength (STL): 0.9985
- Seasonality Strength (STL): 0.7754

[REASONING GUIDELINES]
- Trend: Identify the overall direction (increasing, decreasing, stable) and the trend strength.
- Seasonality: Patterns that repeat at regular intervals (e.g., daily, weekly, monthly).
- Outliers: Possible outliers or abrupt changes.
- Cycles: Not seasonal long-term patterns.
- Noise reduction: Apply a technique to reduce noise when necessary.
- Consistency with the provided descriptive statistics (mean, median, etc.).
- Adjustment for data frequency and contextual events (holidays, promotions, etc.).

[INPUT]"
Covid-19,2021-03-12 00:00:00,2022-03-10 00:00:00,7,mistralai/ministral-3-3b,0.7,textual,cot,0,,csv,199.13,3286.71,3352.68,0.0,0.141762,0.318566,0.027118,0.239839,11360,222,6.6785948276519775,"[4184, 4194, 3614, 3116, 2503, 2568, 2876]","[6.0, 7.0, 8.0, 5.0, 9.0, 6.0, 7.0]","[OBJECTIVE]
Predict the next 7 values based on the historical series (364 periods).

[STATISTICAL CONTEXT]
- Mean: 87124.1099
- Median: 39083.5
- Standard Deviation: 107555.5417
- Minimum Value: 3993
- Maximum Value: 414188
- First Quartile (Q1): 16033.5
- Third Quartile (Q3): 109220.5
- Trend Strength (STL): 0.9985
- Seasonality Strength (STL): 0.7754

[REASONING GUIDELINES]
- Trend: Identify the overall direction (increasing, decreasing, stable) and the trend strength.
- Seasonality: Patterns that repeat at regular intervals (e.g., daily, weekly, monthly).
- Outliers: Possible outliers or abrupt changes.
- Cycles: Not seasonal long-term patterns.
- Noise reduction: Apply a technique to reduce noise when necessary.
- Consistency with the provided descriptive statistics (mean, median, etc.).
- Adjustment for data frequency and contextual events (holidays, promotions, etc.).

[INPUT]"
Covid-19,2021-03-12 00:00:00,2022-03-10 00:00:00,7,mistralai/ministral-3-3b,0.7,textual,cot,0,,csv,199.08,3286.43,3352.52,0.0,0.068436,0.153788,0.013965,0.123511,11360,229,3.8133082389831534,"[4184, 4194, 3614, 3116, 2503, 2568, 2876]","[4.0, 7.0, 8.0, 6.0, 9.0, 5.0, 11.0]","[OBJECTIVE]
Predict the next 7 values based on the historical series (364 periods).

[STATISTICAL CONTEXT]
- Mean: 87124.1099
- Median: 39083.5
- Standard Deviation: 107555.5417
- Minimum Value: 3993
- Maximum Value: 414188
- First Quartile (Q1): 16033.5
- Third Quartile (Q3): 109220.5
- Trend Strength (STL): 0.9985
- Seasonality Strength (STL): 0.7754

[REASONING GUIDELINES]
- Trend: Identify the overall direction (increasing, decreasing, stable) and the trend strength.
- Seasonality: Patterns that repeat at regular intervals (e.g., daily, weekly, monthly).
- Outliers: Possible outliers or abrupt changes.
- Cycles: Not seasonal long-term patterns.
- Noise reduction: Apply a technique to reduce noise when necessary.
- Consistency with the provided descriptive statistics (mean, median, etc.).
- Adjustment for data frequency and contextual events (holidays, promotions, etc.).

[INPUT]"
Covid-19,2021-03-12 00:00:00,2022-03-10 00:00:00,7,mistralai/ministral-3-3b,0.7,textual,cot,0,,csv,199.15,3286.56,3352.22,0.0,0.057995,0.130325,0.015253,0.134901,11360,208,3.4635226726531982,"[4184, 4194, 3614, 3116, 2503, 2568, 2876]","[9.4, 8.5, 6.9, 7.2, 5.8, 5.3, 6.0]","[OBJECTIVE]
Predict the next 7 values based on the historical series (364 periods).

[STATISTICAL CONTEXT]
- Mean: 87124.1099
- Median: 39083.5
- Standard Deviation: 107555.5417
- Minimum Value: 3993
- Maximum Value: 414188
- First Quartile (Q1): 16033.5
- Third Quartile (Q3): 109220.5
- Trend Strength (STL): 0.9985
- Seasonality Strength (STL): 0.7754

[REASONING GUIDELINES]
- Trend: Identify the overall direction (increasing, decreasing, stable) and the trend strength.
- Seasonality: Patterns that repeat at regular intervals (e.g., daily, weekly, monthly).
- Outliers: Possible outliers or abrupt changes.
- Cycles: Not seasonal long-term patterns.
- Noise reduction: Apply a technique to reduce noise when necessary.
- Consistency with the provided descriptive statistics (mean, median, etc.).
- Adjustment for data frequency and contextual events (holidays, promotions, etc.).

[INPUT]"
Covid-19,2021-03-12 00:00:00,2022-03-10 00:00:00,7,mistralai/ministral-3-3b,0.7,textual,cot,0,,csv,198.02,3277.57,3343.43,0.0,0.065811,0.147891,0.0144,0.127354,11360,226,3.778687953948975,"[4184, 4194, 3614, 3116, 2503, 2568, 2876]","[17.0, 19.0, 15.0, 18.0, 14.0, 16.0, 13.0]","[OBJECTIVE]
Predict the next 7 values based on the historical series (364 periods).

[STATISTICAL CONTEXT]
- Mean: 87124.1099
- Median: 39083.5
- Standard Deviation: 107555.5417
- Minimum Value: 3993
- Maximum Value: 414188
- First Quartile (Q1): 16033.5
- Third Quartile (Q3): 109220.5
- Trend Strength (STL): 0.9985
- Seasonality Strength (STL): 0.7754

[REASONING GUIDELINES]
- Trend: Identify the overall direction (increasing, decreasing, stable) and the trend strength.
- Seasonality: Patterns that repeat at regular intervals (e.g., daily, weekly, monthly).
- Outliers: Possible outliers or abrupt changes.
- Cycles: Not seasonal long-term patterns.
- Noise reduction: Apply a technique to reduce noise when necessary.
- Consistency with the provided descriptive statistics (mean, median, etc.).
- Adjustment for data frequency and contextual events (holidays, promotions, etc.).

[INPUT]"
Covid-19,2021-03-12 00:00:00,2022-03-10 00:00:00,7,mistralai/ministral-3-3b,0.7,textual,cot,0,,csv,199.12,3286.57,3352.55,0.0,0.066463,0.149355,0.01439,0.12727,11360,238,3.916066884994507,"[4184, 4194, 3614, 3116, 2503, 2568, 2876]","[5.0, 6.0, 9.0, 8.0, 7.0, 4.0, 10.0]","[OBJECTIVE]
Predict the next 7 values based on the historical series (364 periods).

[STATISTICAL CONTEXT]
- Mean: 87124.1099
- Median: 39083.5
- Standard Deviation: 107555.5417
- Minimum Value: 3993
- Maximum Value: 414188
- First Quartile (Q1): 16033.5
- Third Quartile (Q3): 109220.5
- Trend Strength (STL): 0.9985
- Seasonality Strength (STL): 0.7754

[REASONING GUIDELINES]
- Trend: Identify the overall direction (increasing, decreasing, stable) and the trend strength.
- Seasonality: Patterns that repeat at regular intervals (e.g., daily, weekly, monthly).
- Outliers: Possible outliers or abrupt changes.
- Cycles: Not seasonal long-term patterns.
- Noise reduction: Apply a technique to reduce noise when necessary.
- Consistency with the provided descriptive statistics (mean, median, etc.).
- Adjustment for data frequency and contextual events (holidays, promotions, etc.).

[INPUT]"
Covid-19,2021-03-12 00:00:00,2022-03-10 00:00:00,7,mistralai/ministral-3-3b,0.7,numeric,few_shot,3,uniform,plain,44.12,1975.71,2281.26,0.0,0.189408,0.425636,0.026901,0.23792,13299,262,8.606614589691162,"[4184, 4194, 3614, 3116, 2503, 2568, 2876]","[3524.0, 6789.0, 7412.0, 4931.0, 2798.0, 5432.0, 4679.0]","[OBJECTIVE]
Predict the next 7 values based on the historical series (364 periods).

[STATISTICAL CONTEXT]
- Mean: 87124.1099
- Median: 39083.5
- Standard Deviation: 107555.5417
- Minimum Value: 3993
- Maximum Value: 414188
- First Quartile (Q1): 16033.5
- Third Quartile (Q3): 109220.5
- Trend Strength (STL): 0.9985
- Seasonality Strength (STL): 0.7754

[EXAMPLES]
- Example 1:
Input (history):
date: 2021-03-12 00:00:00, value: 22854
date: 2021-03-13 00:00:00, value: 23285
date: 2021-03-14 00:00:00, value: 24882
date: 2021-03-15 00:00:00, value: 25320
date: 2021-03-16 00:00:00, value: 26291
date: 2021-03-17 00:00:00, value: 24492
date: 2021-03-18 00:00:00, value: 28903

Output (forecast):
date: 2021-03-19 00:00:00, value: 35871
date: 2021-03-20 00:00:00, value: 39726
date: 2021-03-21 00:00:00, value: 40953
date: 2021-03-22 00:00:00, value: 43846
date: 2021-03-23 00:00:00, value: 46951
date: 2021-03-24 00:00:00, value: 40715
date: 2021-03-25 00:00:00, value: 47262

- Example 2:
Input (history):
date: 2021-09-03 00:00:00, value: 47092
date: 2021-09-04 00:00:00, value: 45352
date: 2021-09-05 00:00:00, value: 42618
date: 2021-09-06 00:00:00, value: 42766
date: 2021-09-07 00:00:00, value: 38948
date: 2021-09-08 00:00:00, value: 31222
date: 2021-09-09 00:00:00, value: 37875

Output (forecast):
date: 2021-09-10 00:00:00, value: 43263
date: 2021-09-11 00:00:00, value: 34973
date: 2021-09-12 00:00:00, value: 33376
date: 2021-09-13 00:00:00, value: 28591
date: 2021-09-14 00:00:00, value: 27254
date: 2021-09-15 00:00:00, value: 25404
date: 2021-09-16 00:00:00, value: 27176

- Example 3:
Input (history):
date: 2022-02-25 00:00:00, value: 14148
date: 2022-02-26 00:00:00, value: 13166
date: 2022-02-27 00:00:00, value: 11499
date: 2022-02-28 00:00:00, value: 10273
date: 2022-03-01 00:00:00, value: 8013
date: 2022-03-02 00:00:00, value: 6915
date: 2022-03-03 00:00:00, value: 7554

Output (forecast):
date: 2022-03-04 00:00:00, value: 6561
date: 2022-03-05 00:00:00, value: 6396
date: 2022-03-06 00:00:00, value: 5921
date: 2022-03-07 00:00:00, value: 5476
date: 2022-03-08 00:00:00, value: 4362
date: 2022-03-09 00:00:00, value: 3993
date: 2022-03-10 00:00:00, value: 4575

[INPUT]"
Covid-19,2021-03-12 00:00:00,2022-03-10 00:00:00,7,mistralai/ministral-3-3b,0.7,numeric,few_shot,3,uniform,plain,43.53,1881.71,2151.51,0.0,0.080378,0.180624,0.017575,0.155435,13299,240,4.181728363037109,"[4184, 4194, 3614, 3116, 2503, 2568, 2876]","[5498.0, 5045.0, 6311.0, 6728.0, 4918.0, 4482.0, 3245.0]","[OBJECTIVE]
Predict the next 7 values based on the historical series (364 periods).

[STATISTICAL CONTEXT]
- Mean: 87124.1099
- Median: 39083.5
- Standard Deviation: 107555.5417
- Minimum Value: 3993
- Maximum Value: 414188
- First Quartile (Q1): 16033.5
- Third Quartile (Q3): 109220.5
- Trend Strength (STL): 0.9985
- Seasonality Strength (STL): 0.7754

[EXAMPLES]
- Example 1:
Input (history):
date: 2021-03-12 00:00:00, value: 22854
date: 2021-03-13 00:00:00, value: 23285
date: 2021-03-14 00:00:00, value: 24882
date: 2021-03-15 00:00:00, value: 25320
date: 2021-03-16 00:00:00, value: 26291
date: 2021-03-17 00:00:00, value: 24492
date: 2021-03-18 00:00:00, value: 28903

Output (forecast):
date: 2021-03-19 00:00:00, value: 35871
date: 2021-03-20 00:00:00, value: 39726
date: 2021-03-21 00:00:00, value: 40953
date: 2021-03-22 00:00:00, value: 43846
date: 2021-03-23 00:00:00, value: 46951
date: 2021-03-24 00:00:00, value: 40715
date: 2021-03-25 00:00:00, value: 47262

- Example 2:
Input (history):
date: 2021-09-03 00:00:00, value: 47092
date: 2021-09-04 00:00:00, value: 45352
date: 2021-09-05 00:00:00, value: 42618
date: 2021-09-06 00:00:00, value: 42766
date: 2021-09-07 00:00:00, value: 38948
date: 2021-09-08 00:00:00, value: 31222
date: 2021-09-09 00:00:00, value: 37875

Output (forecast):
date: 2021-09-10 00:00:00, value: 43263
date: 2021-09-11 00:00:00, value: 34973
date: 2021-09-12 00:00:00, value: 33376
date: 2021-09-13 00:00:00, value: 28591
date: 2021-09-14 00:00:00, value: 27254
date: 2021-09-15 00:00:00, value: 25404
date: 2021-09-16 00:00:00, value: 27176

- Example 3:
Input (history):
date: 2022-02-25 00:00:00, value: 14148
date: 2022-02-26 00:00:00, value: 13166
date: 2022-02-27 00:00:00, value: 11499
date: 2022-02-28 00:00:00, value: 10273
date: 2022-03-01 00:00:00, value: 8013
date: 2022-03-02 00:00:00, value: 6915
date: 2022-03-03 00:00:00, value: 7554

Output (forecast):
date: 2022-03-04 00:00:00, value: 6561
date: 2022-03-05 00:00:00, value: 6396
date: 2022-03-06 00:00:00, value: 5921
date: 2022-03-07 00:00:00, value: 5476
date: 2022-03-08 00:00:00, value: 4362
date: 2022-03-09 00:00:00, value: 3993
date: 2022-03-10 00:00:00, value: 4575

[INPUT]"
Covid-19,2021-03-12 00:00:00,2022-03-10 00:00:00,7,mistralai/ministral-3-3b,0.7,numeric,few_shot,3,uniform,plain,20.47,764.71,896.46,0.0,0.079316,0.178237,0.018104,0.160114,13299,238,4.174275159835815,"[4184, 4194, 3614, 3116, 2503, 2568, 2876]","[4958.0, 5642.0, 4417.0, 3312.0, 3909.0, 2876.0, 2458.0]","[OBJECTIVE]
Predict the next 7 values based on the historical series (364 periods).

[STATISTICAL CONTEXT]
- Mean: 87124.1099
- Median: 39083.5
- Standard Deviation: 107555.5417
- Minimum Value: 3993
- Maximum Value: 414188
- First Quartile (Q1): 16033.5
- Third Quartile (Q3): 109220.5
- Trend Strength (STL): 0.9985
- Seasonality Strength (STL): 0.7754

[EXAMPLES]
- Example 1:
Input (history):
date: 2021-03-12 00:00:00, value: 22854
date: 2021-03-13 00:00:00, value: 23285
date: 2021-03-14 00:00:00, value: 24882
date: 2021-03-15 00:00:00, value: 25320
date: 2021-03-16 00:00:00, value: 26291
date: 2021-03-17 00:00:00, value: 24492
date: 2021-03-18 00:00:00, value: 28903

Output (forecast):
date: 2021-03-19 00:00:00, value: 35871
date: 2021-03-20 00:00:00, value: 39726
date: 2021-03-21 00:00:00, value: 40953
date: 2021-03-22 00:00:00, value: 43846
date: 2021-03-23 00:00:00, value: 46951
date: 2021-03-24 00:00:00, value: 40715
date: 2021-03-25 00:00:00, value: 47262

- Example 2:
Input (history):
date: 2021-09-03 00:00:00, value: 47092
date: 2021-09-04 00:00:00, value: 45352
date: 2021-09-05 00:00:00, value: 42618
date: 2021-09-06 00:00:00, value: 42766
date: 2021-09-07 00:00:00, value: 38948
date: 2021-09-08 00:00:00, value: 31222
date: 2021-09-09 00:00:00, value: 37875

Output (forecast):
date: 2021-09-10 00:00:00, value: 43263
date: 2021-09-11 00:00:00, value: 34973
date: 2021-09-12 00:00:00, value: 33376
date: 2021-09-13 00:00:00, value: 28591
date: 2021-09-14 00:00:00, value: 27254
date: 2021-09-15 00:00:00, value: 25404
date: 2021-09-16 00:00:00, value: 27176

- Example 3:
Input (history):
date: 2022-02-25 00:00:00, value: 14148
date: 2022-02-26 00:00:00, value: 13166
date: 2022-02-27 00:00:00, value: 11499
date: 2022-02-28 00:00:00, value: 10273
date: 2022-03-01 00:00:00, value: 8013
date: 2022-03-02 00:00:00, value: 6915
date: 2022-03-03 00:00:00, value: 7554

Output (forecast):
date: 2022-03-04 00:00:00, value: 6561
date: 2022-03-05 00:00:00, value: 6396
date: 2022-03-06 00:00:00, value: 5921
date: 2022-03-07 00:00:00, value: 5476
date: 2022-03-08 00:00:00, value: 4362
date: 2022-03-09 00:00:00, value: 3993
date: 2022-03-10 00:00:00, value: 4575

[INPUT]"
Covid-19,2021-03-12 00:00:00,2022-03-10 00:00:00,7,mistralai/ministral-3-3b,0.7,numeric,few_shot,3,uniform,plain,34.3,1341.57,1479.79,0.0,0.062979,0.141526,0.015309,0.135391,13299,205,3.582467794418335,"[4184, 4194, 3614, 3116, 2503, 2568, 2876]","[4893.0, 5234.0, 4912.0, 5807.0, 4216.0, 3567.0, 3817.0]","[OBJECTIVE]
Predict the next 7 values based on the historical series (364 periods).

[STATISTICAL CONTEXT]
- Mean: 87124.1099
- Median: 39083.5
- Standard Deviation: 107555.5417
- Minimum Value: 3993
- Maximum Value: 414188
- First Quartile (Q1): 16033.5
- Third Quartile (Q3): 109220.5
- Trend Strength (STL): 0.9985
- Seasonality Strength (STL): 0.7754

[EXAMPLES]
- Example 1:
Input (history):
date: 2021-03-12 00:00:00, value: 22854
date: 2021-03-13 00:00:00, value: 23285
date: 2021-03-14 00:00:00, value: 24882
date: 2021-03-15 00:00:00, value: 25320
date: 2021-03-16 00:00:00, value: 26291
date: 2021-03-17 00:00:00, value: 24492
date: 2021-03-18 00:00:00, value: 28903

Output (forecast):
date: 2021-03-19 00:00:00, value: 35871
date: 2021-03-20 00:00:00, value: 39726
date: 2021-03-21 00:00:00, value: 40953
date: 2021-03-22 00:00:00, value: 43846
date: 2021-03-23 00:00:00, value: 46951
date: 2021-03-24 00:00:00, value: 40715
date: 2021-03-25 00:00:00, value: 47262

- Example 2:
Input (history):
date: 2021-09-03 00:00:00, value: 47092
date: 2021-09-04 00:00:00, value: 45352
date: 2021-09-05 00:00:00, value: 42618
date: 2021-09-06 00:00:00, value: 42766
date: 2021-09-07 00:00:00, value: 38948
date: 2021-09-08 00:00:00, value: 31222
date: 2021-09-09 00:00:00, value: 37875

Output (forecast):
date: 2021-09-10 00:00:00, value: 43263
date: 2021-09-11 00:00:00, value: 34973
date: 2021-09-12 00:00:00, value: 33376
date: 2021-09-13 00:00:00, value: 28591
date: 2021-09-14 00:00:00, value: 27254
date: 2021-09-15 00:00:00, value: 25404
date: 2021-09-16 00:00:00, value: 27176

- Example 3:
Input (history):
date: 2022-02-25 00:00:00, value: 14148
date: 2022-02-26 00:00:00, value: 13166
date: 2022-02-27 00:00:00, value: 11499
date: 2022-02-28 00:00:00, value: 10273
date: 2022-03-01 00:00:00, value: 8013
date: 2022-03-02 00:00:00, value: 6915
date: 2022-03-03 00:00:00, value: 7554

Output (forecast):
date: 2022-03-04 00:00:00, value: 6561
date: 2022-03-05 00:00:00, value: 6396
date: 2022-03-06 00:00:00, value: 5921
date: 2022-03-07 00:00:00, value: 5476
date: 2022-03-08 00:00:00, value: 4362
date: 2022-03-09 00:00:00, value: 3993
date: 2022-03-10 00:00:00, value: 4575

[INPUT]"
Covid-19,2021-03-12 00:00:00,2022-03-10 00:00:00,7,mistralai/ministral-3-3b,0.7,numeric,few_shot,3,uniform,plain,33.29,1265.0,1325.41,0.0,0.063771,0.143305,0.014612,0.129232,13299,205,3.57936429977417,"[4184, 4194, 3614, 3116, 2503, 2568, 2876]","[4893.0, 5345.0, 4712.0, 5068.0, 4237.0, 3709.0, 3946.0]","[OBJECTIVE]
Predict the next 7 values based on the historical series (364 periods).

[STATISTICAL CONTEXT]
- Mean: 87124.1099
- Median: 39083.5
- Standard Deviation: 107555.5417
- Minimum Value: 3993
- Maximum Value: 414188
- First Quartile (Q1): 16033.5
- Third Quartile (Q3): 109220.5
- Trend Strength (STL): 0.9985
- Seasonality Strength (STL): 0.7754

[EXAMPLES]
- Example 1:
Input (history):
date: 2021-03-12 00:00:00, value: 22854
date: 2021-03-13 00:00:00, value: 23285
date: 2021-03-14 00:00:00, value: 24882
date: 2021-03-15 00:00:00, value: 25320
date: 2021-03-16 00:00:00, value: 26291
date: 2021-03-17 00:00:00, value: 24492
date: 2021-03-18 00:00:00, value: 28903

Output (forecast):
date: 2021-03-19 00:00:00, value: 35871
date: 2021-03-20 00:00:00, value: 39726
date: 2021-03-21 00:00:00, value: 40953
date: 2021-03-22 00:00:00, value: 43846
date: 2021-03-23 00:00:00, value: 46951
date: 2021-03-24 00:00:00, value: 40715
date: 2021-03-25 00:00:00, value: 47262

- Example 2:
Input (history):
date: 2021-09-03 00:00:00, value: 47092
date: 2021-09-04 00:00:00, value: 45352
date: 2021-09-05 00:00:00, value: 42618
date: 2021-09-06 00:00:00, value: 42766
date: 2021-09-07 00:00:00, value: 38948
date: 2021-09-08 00:00:00, value: 31222
date: 2021-09-09 00:00:00, value: 37875

Output (forecast):
date: 2021-09-10 00:00:00, value: 43263
date: 2021-09-11 00:00:00, value: 34973
date: 2021-09-12 00:00:00, value: 33376
date: 2021-09-13 00:00:00, value: 28591
date: 2021-09-14 00:00:00, value: 27254
date: 2021-09-15 00:00:00, value: 25404
date: 2021-09-16 00:00:00, value: 27176

- Example 3:
Input (history):
date: 2022-02-25 00:00:00, value: 14148
date: 2022-02-26 00:00:00, value: 13166
date: 2022-02-27 00:00:00, value: 11499
date: 2022-02-28 00:00:00, value: 10273
date: 2022-03-01 00:00:00, value: 8013
date: 2022-03-02 00:00:00, value: 6915
date: 2022-03-03 00:00:00, value: 7554

Output (forecast):
date: 2022-03-04 00:00:00, value: 6561
date: 2022-03-05 00:00:00, value: 6396
date: 2022-03-06 00:00:00, value: 5921
date: 2022-03-07 00:00:00, value: 5476
date: 2022-03-08 00:00:00, value: 4362
date: 2022-03-09 00:00:00, value: 3993
date: 2022-03-10 00:00:00, value: 4575

[INPUT]"
