Model,Temperature,Dataset,Training Start,Training End,Forecast Horizon,Prompt Type,Series Type,Format,sMAPE Mean,MAE Mean,RMSE Mean,Inference Time (s) Mean,Financial Cost ($) Mean,CarbonTracker CO2 (g) Mean,CarbonTracker Energy Consumption (Wh) Mean,Eco2AI CO2 (g) Mean,Eco2AI Energy Consumption (Wh) Mean,Input Tokens Mean,Output Tokens Mean,Examples,Sampling Strategy,Actual Values,Predicted Values,sMAPE SEM,MAE SEM,RMSE SEM,Deployment,Family
gemma-3-1b-it,0.7,ETTh2,2016-07-12 06:00:00,2016-09-20 05:00:00,7,Zero-shot,numeric,plain,34.564,12.596,13.468,2.689236640930176,0.0,0.0295124,0.0663204,0.0092636,0.0819288,16496.0,225.8,0,,"[25.35650062561035, 25.136999130249023, 27.333999633789062, 29.5310001373291, 33.70600128173828, 37.00199890136719, 39.63850021362305]","[41.616, 35.903, 34.805, 33.926, 32.607, 32.168, 31.289]",3.3870408913976813,1.499168436167197,1.2600611096292116,Local,Gemma
gemma-3-1b-it,0.7,ETTh2,2016-07-12 06:00:00,2016-09-20 05:00:00,7,Zero-shot,textual,csv,30.04,10.47,11.74,2.6646000385284423,0.0,0.0325832,0.0732208,0.0101558,0.0898168,16496.0,246.4,0,,"[25.35650062561035, 25.136999130249023, 27.333999633789062, 29.5310001373291, 33.70600128173828, 37.00199890136719, 39.63850021362305]","[41.3191, 41.616, 41.616, 41.616, 41.616, 41.616, 41.616]",0.0,0.0,0.0,Local,Gemma
gemma-3-1b-it,0.7,ETTh2,2016-07-12 06:00:00,2016-09-20 05:00:00,7,Zero-shot,textual,plain,131.022,23.946,24.59,2.395759916305542,0.0,0.024881,0.0559128,0.0086564,0.076556,16496.0,198.0,0,,"[25.35650062561035, 25.136999130249023, 27.333999633789062, 29.5310001373291, 33.70600128173828, 37.00199890136719, 39.63850021362305]","[41.3191, 41.616, 41.616, 41.616, 41.616, 41.616, 41.616]",25.496160965917987,3.392244979361013,3.241575234357517,Local,Gemma
gemma-3-27b-it,0.7,ETTh2,2016-07-12 06:00:00,2016-09-20 05:00:00,7,CoT,numeric,csv,5.704000000000001,1.876,2.4080000000000004,18.165231370925905,0.0,0.2837294,2.7489864,0.1955194,1.7292054,45523.0,233.4,0,,"[25.438815843419672, 25.11408604030149, 27.441334250214123, 29.78339587358969, 33.667197503097604, 36.963197843471725, 39.90020656140417]","[25.348, 25.713, 26.313, 27.922, 30.843, 33.117, 35.177]",1.3691990359330524,0.4414589448635059,0.5914676660646802,Local,Gemma
gemma-3-27b-it,0.7,ETTh2,2016-07-12 06:00:00,2016-09-20 05:00:00,7,CoT,numeric,plain,4.608,1.538,2.036,16.884046030044555,0.0,0.330109,3.1983472,0.2513088,2.2226144,55599.0,230.4,0,,"[25.438815843419672, 25.11408604030149, 27.441334250214123, 29.78339587358969, 33.667197503097604, 36.963197843471725, 39.90020656140417]","[25.487, 26.309, 27.36, 29.364, 32.247, 34.585, 36.102]",0.6774245345424094,0.2318059533316605,0.3595219047568589,Local,Gemma
gemma-3-27b-it,0.7,ETTh2,2016-07-12 06:00:00,2016-09-20 05:00:00,7,CoT,textual,csv,131.572,24.65,24.984,15.584642553329468,0.0,0.3025134,2.930982,0.2401198,2.1236588000000003,52060.0,226.4,0,,"[25.438815843419672, 25.11408604030149, 27.441334250214123, 29.78339587358969, 33.667197503097604, 36.963197843471725, 39.90020656140417]","[3.785, 4.027, 5.097, 7.785, 9.364, 8.859, 6.743]",1.6643749577544105,0.1719592975096145,0.1608291018441624,Local,Gemma
gemma-3-27b-it,0.7,ETTh2,2016-07-12 06:00:00,2016-09-20 05:00:00,7,CoT,textual,plain,4.534,1.516,2.084,19.31303105354309,0.0,0.384327,3.7236534,0.294274,2.6026062,62136.0,245.0,0,,"[25.438815843419672, 25.11408604030149, 27.441334250214123, 29.78339587358969, 33.667197503097604, 36.963197843471725, 39.90020656140417]","[25.387, 25.643, 26.727, 28.764, 30.895, 32.505, 32.591]",0.7835534442525283,0.2734520067580415,0.422120835780467,Local,Gemma
gemma-3-27b-it,0.7,ETTh2,2016-07-12 06:00:00,2016-09-20 05:00:00,7,CoT + Few-shot,numeric,csv,12.498,3.932,5.186,21.452114295959472,0.0,0.3937685999999999,3.8151332,0.3017218,2.6684774,46731.0,232.0,3,uniform,"[25.438815843419672, 25.11408604030149, 27.441334250214123, 29.78339587358969, 33.667197503097604, 36.963197843471725, 39.90020656140417]","[25.483, 25.375, 25.244, 25.518, 26.176, 26.699, 26.639]",2.925285285232878,0.8360944922674709,1.10245906953501,Local,Gemma
gemma-3-27b-it,0.7,ETTh2,2016-07-12 06:00:00,2016-09-20 05:00:00,7,CoT + Few-shot,numeric,plain,12.504,3.982,5.286,17.21053261756897,0.0,0.3357606,3.2531064,0.2662107999999999,2.3544096,57035.0,228.2,3,uniform,"[25.438815843419672, 25.11408604030149, 27.441334250214123, 29.78339587358969, 33.667197503097604, 36.963197843471725, 39.90020656140417]","[25.387, 24.981, 25.349, 26.687, 28.489, 30.153, 31.112]",1.7486869359608084,0.5104644943578348,0.7013743650861499,Local,Gemma
gemma-3-27b-it,0.7,ETTh2,2016-07-12 06:00:00,2016-09-20 05:00:00,7,CoT + Few-shot,textual,csv,135.418,25.076,25.380000000000003,15.542241954803467,0.0,0.3077058,2.9812932,0.241858,2.1390284,53434.0,224.2,3,uniform,"[25.438815843419672, 25.11408604030149, 27.441334250214123, 29.78339587358969, 33.667197503097604, 36.963197843471725, 39.90020656140417]","[3.875, 4.083, 4.532, 5.244, 5.722, 5.746, 5.096]",3.23087047094123,0.3712761775282653,0.393954312071844,Local,Gemma
gemma-3-27b-it,0.7,ETTh2,2016-07-12 06:00:00,2016-09-20 05:00:00,7,CoT + Few-shot,textual,plain,7.878,2.564,3.404,19.30287504196167,0.0,0.3852803999999999,3.732895,0.3015158,2.6666538,63738.0,231.8,3,uniform,"[25.438815843419672, 25.11408604030149, 27.441334250214123, 29.78339587358969, 33.667197503097604, 36.963197843471725, 39.90020656140417]","[25.473, 25.885, 26.627, 28.651, 31.498, 33.541, 34.765]",2.118266744298271,0.6542904553789547,0.8557604805084188,Local,Gemma
gemma-3-27b-it,0.7,ETTh2,2016-07-12 06:00:00,2016-09-20 05:00:00,7,Few-shot,numeric,csv,16.474,5.096,6.715999999999999,25.37593936920166,0.0,0.4009378,3.8845918,0.3051272,2.6985936,46612.0,233.6,3,uniform,"[25.438815843419672, 25.11408604030149, 27.441334250214123, 29.78339587358969, 33.667197503097604, 36.963197843471725, 39.90020656140417]","[25.474, 25.358, 25.966, 27.083, 28.522, 29.987, 31.324]",1.949739982664356,0.5404775666019821,0.7120014044929968,Local,Gemma
gemma-3-27b-it,0.7,ETTh2,2016-07-12 06:00:00,2016-09-20 05:00:00,7,Few-shot,numeric,plain,8.059999999999999,2.614,3.394,16.77707657814026,0.0,0.3280534,3.178433,0.2561728,2.2656346,56916.0,218.0,3,uniform,"[25.438815843419672, 25.11408604030149, 27.441334250214123, 29.78339587358969, 33.667197503097604, 36.963197843471725, 39.90020656140417]","[25.34, 25.278, 25.467, 25.855, 26.999, 28.513, 30.17]",2.0790262143609444,0.6443570438817285,0.8484550665768931,Local,Gemma
gemma-3-27b-it,0.7,ETTh2,2016-07-12 06:00:00,2016-09-20 05:00:00,7,Few-shot,textual,csv,140.134,25.71,26.172000000000004,15.612147331237791,0.0,0.3069056,2.9735392000000003,0.2428207999999999,2.147546,53315.0,226.8,3,uniform,"[25.438815843419672, 25.11408604030149, 27.441334250214123, 29.78339587358969, 33.667197503097604, 36.963197843471725, 39.90020656140417]","[4.758, 4.368, 4.479, 5.111, 5.929, 6.833, 7.186]",3.15158468075982,0.409829232729926,0.5036407449760193,Local,Gemma
gemma-3-27b-it,0.7,ETTh2,2016-07-12 06:00:00,2016-09-20 05:00:00,7,Few-shot,textual,plain,7.474000000000001,2.468,3.242,19.450006532669068,0.0,0.3898482,3.7771486,0.300736,2.6597588,63619.0,237.2,3,uniform,"[25.438815843419672, 25.11408604030149, 27.441334250214123, 29.78339587358969, 33.667197503097604, 36.963197843471725, 39.90020656140417]","[25.47, 25.389, 26.476, 28.169, 30.182, 32.337, 33.28]",1.1596835775331134,0.367660169178006,0.5123709593644042,Local,Gemma
gemma-3-27b-it,0.7,ETTh2,2016-07-12 06:00:00,2016-09-20 05:00:00,7,Zero-shot,numeric,csv,6.836,2.266,3.01,15.92378635406494,0.0,0.2731694,2.6466752,0.2326432,2.057534,45404.0,233.8,0,,"[25.438815843419672, 25.11408604030149, 27.441334250214123, 29.78339587358969, 33.667197503097604, 36.963197843471725, 39.90020656140417]","[25.734, 25.819, 26.338, 27.731, 30.373, 33.53, 36.317]",0.9562928421775412,0.3023673262771624,0.4241344126571197,Local,Gemma
gemma-3-27b-it,0.7,ETTh2,2016-07-12 06:00:00,2016-09-20 05:00:00,7,Zero-shot,numeric,plain,3.948,1.318,1.7579999999999998,13.1543550491333,0.0,0.2606062,2.5249524,0.1931363999999999,1.7081306,55480.0,233.4,0,,"[25.438815843419672, 25.11408604030149, 27.441334250214123, 29.78339587358969, 33.667197503097604, 36.963197843471725, 39.90020656140417]","[25.814, 26.375, 27.44, 29.648, 32.354, 34.362, 35.916]",0.607111192451597,0.2144388024588833,0.3196779629564728,Local,Gemma
gemma-3-27b-it,0.7,ETTh2,2016-07-12 06:00:00,2016-09-20 05:00:00,7,Zero-shot,textual,csv,135.77,25.202,25.646,15.446574783325197,0.0,0.2977094,2.884437,0.2158462,1.9089776,51941.0,223.4,0,,"[25.438815843419672, 25.11408604030149, 27.441334250214123, 29.78339587358969, 33.667197503097604, 36.963197843471725, 39.90020656140417]","[5.3, 4.7, 4.0, 3.6, 3.6, 3.8, 3.9]",4.120297319369078,0.4717562930157898,0.5091325956958559,Local,Gemma
gemma-3-27b-it,0.7,ETTh2,2016-07-12 06:00:00,2016-09-20 05:00:00,7,Zero-shot,textual,plain,3.834000000000001,1.264,1.634,18.51051092147827,0.0,0.3648478,3.5349256,0.2821162,2.4950768,62017.0,233.6,0,,"[25.438815843419672, 25.11408604030149, 27.441334250214123, 29.78339587358969, 33.667197503097604, 36.963197843471725, 39.90020656140417]","[25.374, 26.08, 27.676, 29.451, 31.766, 33.385, 35.044]",0.4173799228520701,0.1544538766104626,0.2404911640788492,Local,Gemma
gemma-3-4b-it,0.7,ETTh2,2016-07-12 06:00:00,2016-09-20 05:00:00,7,CoT,numeric,csv,45.81,18.05,18.12,9.515399599075318,0.0,0.1567736,0.3522998,0.0290722,0.25712,17068.0,279.2,0,,"[25.35650062561035, 25.136999130249023, 27.333999633789062, 29.5310001373291, 33.70600128173828, 37.00199890136719, 39.63850021362305]","[41.396, 43.813, 47.329, 49.966, 51.723, 54.141, 55.679]",0.0,0.0,0.0,Local,Gemma
gemma-3-4b-it,0.7,ETTh2,2016-07-12 06:00:00,2016-09-20 05:00:00,7,CoT,numeric,plain,16.42,5.12,5.76,8.691694402694703,0.0,0.1397908,0.3141366,0.0304042,0.2688978,17068.0,244.4,0,,"[25.35650062561035, 25.136999130249023, 27.333999633789062, 29.5310001373291, 33.70600128173828, 37.00199890136719, 39.63850021362305]","[31.729, 30.85, 29.971, 29.312, 28.872, 29.092, 31.509]",0.0,0.0,0.0,Local,Gemma
gemma-3-4b-it,0.7,ETTh2,2016-07-12 06:00:00,2016-09-20 05:00:00,7,CoT,textual,csv,29.622000000000003,10.302,11.648,9.727021646499631,0.0,0.1618301999999999,0.3636633999999999,0.0329915999999999,0.2917838,17068.0,284.6,0,,"[25.35650062561035, 25.136999130249023, 27.333999633789062, 29.5310001373291, 33.70600128173828, 37.00199890136719, 39.63850021362305]","[41.3191, 41.3191, 41.3191, 41.3191, 41.3191, 41.3191, 41.3191]",0.182,0.082,0.1179999999999999,Local,Gemma
gemma-3-4b-it,0.7,ETTh2,2016-07-12 06:00:00,2016-09-20 05:00:00,7,CoT,textual,plain,79.294,17.238,17.878,9.272033739089968,0.0,0.152086,0.3417666,0.0314078,0.2777752,17068.0,269.4,0,,"[25.35650062561035, 25.136999130249023, 27.333999633789062, 29.5310001373291, 33.70600128173828, 37.00199890136719, 39.63850021362305]","[3.805, 3.634, 3.897, 4.183, 4.403, 4.579, 4.798]",29.801480097471664,3.9640098385347127,3.889752434281647,Local,Gemma
gemma-3-4b-it,0.7,ETTh2,2016-07-12 06:00:00,2016-09-20 05:00:00,7,CoT + Few-shot,numeric,csv,28.722,10.05,11.236,9.045037269592283,0.0,0.150342,0.337847,0.0334808,0.2961074,17672.0,254.8,3,uniform,"[25.35650062561035, 25.136999130249023, 27.333999633789062, 29.5310001373291, 33.70600128173828, 37.00199890136719, 39.63850021362305]","[38.76, 38.979, 39.199, 39.419, 39.639, 39.859, 40.078]",3.4446892457811047,1.5618514654089226,1.5762030326071574,Local,Gemma
gemma-3-4b-it,0.7,ETTh2,2016-07-12 06:00:00,2016-09-20 05:00:00,7,CoT + Few-shot,numeric,plain,16.62,5.21,5.85,9.073649549484252,0.0,0.1500264,0.3371376,0.031695,0.2803156,17786.0,252.0,3,uniform,"[25.35650062561035, 25.136999130249023, 27.333999633789062, 29.5310001373291, 33.70600128173828, 37.00199890136719, 39.63850021362305]","[33.486, 33.486, 33.486, 33.486, 33.486, 33.486, 33.486]",0.0,0.0,0.0,Local,Gemma
gemma-3-4b-it,0.7,ETTh2,2016-07-12 06:00:00,2016-09-20 05:00:00,7,CoT + Few-shot,textual,csv,36.08,13.37,15.789999999999996,9.171344184875489,0.0,0.152193,0.3420064,0.0331948,0.2935788,17755.0,255.0,3,uniform,"[25.35650062561035, 25.136999130249023, 27.333999633789062, 29.5310001373291, 33.70600128173828, 37.00199890136719, 39.63850021362305]","[47.0, 49.0, 47.0, 45.0, 42.0, 40.0, 38.0]",0.0,0.0,8.881784197001252e-16,Local,Gemma
gemma-3-4b-it,0.7,ETTh2,2016-07-12 06:00:00,2016-09-20 05:00:00,7,CoT + Few-shot,textual,plain,132.746,25.044,25.656,8.94808988571167,0.0,0.1455394,0.3270548,0.0287466,0.2542384,17869.0,243.0,3,uniform,"[25.35650062561035, 25.136999130249023, 27.333999633789062, 29.5310001373291, 33.70600128173828, 37.00199890136719, 39.63850021362305]","[47.0124, 49.429, 49.2094, 47.451, 47.0124, 46.353, 45.254]",22.56660178227994,2.188507710747212,2.029003696398802,Local,Gemma
gemma-3-4b-it,0.7,ETTh2,2016-07-12 06:00:00,2016-09-20 05:00:00,7,Few-shot,numeric,csv,42.48,16.29,17.54,9.254940748214722,0.0,0.1555042,0.3494478,0.0321293999999999,0.2841578,17612.0,263.0,3,uniform,"[25.35650062561035, 25.136999130249023, 27.333999633789062, 29.5310001373291, 33.70600128173828, 37.00199890136719, 39.63850021362305]","[47.012, 49.429, 49.209, 47.451, 47.012, 46.353, 45.254]",0.0,0.0,0.0,Local,Gemma
gemma-3-4b-it,0.7,ETTh2,2016-07-12 06:00:00,2016-09-20 05:00:00,7,Few-shot,numeric,plain,42.93,16.48,17.48,9.119228410720826,0.0,0.151241,0.3398676,0.031034,0.27447,17726.0,254.0,3,uniform,"[25.35650062561035, 25.136999130249023, 27.333999633789062, 29.5310001373291, 33.70600128173828, 37.00199890136719, 39.63850021362305]","[46.572, 47.012, 49.429, 49.209, 47.451, 47.012, 46.353]",0.0,0.0,0.0,Local,Gemma
gemma-3-4b-it,0.7,ETTh2,2016-07-12 06:00:00,2016-09-20 05:00:00,7,Few-shot,textual,csv,163.96,28.1,28.6,8.928346490859985,0.0,0.1472402,0.3308767999999999,0.03098,0.2739926,17695.0,247.2,3,uniform,"[25.35650062561035, 25.136999130249023, 27.333999633789062, 29.5310001373291, 33.70600128173828, 37.00199890136719, 39.63850021362305]","[3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0]",0.0,0.0,0.0,Local,Gemma
gemma-3-4b-it,0.7,ETTh2,2016-07-12 06:00:00,2016-09-20 05:00:00,7,Few-shot,textual,plain,75.072,20.966,22.426,8.639841461181641,0.0,0.1370556,0.3079902,0.028166,0.249104,17809.0,230.2,3,uniform,"[25.35650062561035, 25.136999130249023, 27.333999633789062, 29.5310001373291, 33.70600128173828, 37.00199890136719, 39.63850021362305]","[47.0, 49.0, 49.0, 20.0, 12.0, 8.0, 5.0]",10.428,2.184,1.804,Local,Gemma
gemma-3-4b-it,0.7,ETTh2,2016-07-12 06:00:00,2016-09-20 05:00:00,7,Zero-shot,numeric,csv,29.56,10.27,11.572,9.67330617904663,0.0,0.160717,0.3611618,0.0335721999999999,0.2969156,17008.0,285.8,0,,"[25.35650062561035, 25.136999130249023, 27.333999633789062, 29.5310001373291, 33.70600128173828, 37.00199890136719, 39.63850021362305]","[41.3191, 41.3191, 41.3191, 41.3191, 41.3191, 41.3191, 41.3191]",0.1199999999999995,0.0499999999999999,0.0420000000000001,Local,Gemma
gemma-3-4b-it,0.7,ETTh2,2016-07-12 06:00:00,2016-09-20 05:00:00,7,Zero-shot,numeric,plain,21.192,6.8420000000000005,7.672,9.419588136672974,0.0,0.1477362,0.3319912,0.0321608,0.2844354,17008.0,268.4,0,,"[25.35650062561035, 25.136999130249023, 27.333999633789062, 29.5310001373291, 33.70600128173828, 37.00199890136719, 39.63850021362305]","[33.266, 32.168, 31.729, 30.85, 29.971, 29.312, 28.872]",2.117740305136586,0.8606416211176403,0.9818421461721836,Local,Gemma
gemma-3-4b-it,0.7,ETTh2,2016-07-12 06:00:00,2016-09-20 05:00:00,7,Zero-shot,textual,csv,143.14600000000002,26.09,27.138,9.102074146270752,0.0,0.1468722,0.3300501999999999,0.0320456,0.283418,17008.0,259.2,0,,"[25.35650062561035, 25.136999130249023, 27.333999633789062, 29.5310001373291, 33.70600128173828, 37.00199890136719, 39.63850021362305]","[4.6, 6.6, 9.0, 7.3, 4.6, 2.4, 0.7]",5.113088694712816,0.5829665513560791,0.6547014586817415,Local,Gemma
gemma-3-4b-it,0.7,ETTh2,2016-07-12 06:00:00,2016-09-20 05:00:00,7,Zero-shot,textual,plain,169.44400000000002,792.946,793.3340000000001,8.417861461639404,0.0,0.1306268,0.2935436,0.0286266,0.2531792,17008.0,227.2,0,,"[25.35650062561035, 25.136999130249023, 27.333999633789062, 29.5310001373291, 33.70600128173828, 37.00199890136719, 39.63850021362305]","[3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0]",6.924600782716644,764.988507963355,764.8915097293209,Local,Gemma
moonshotai/kimi-k2-instruct-0905,0.7,ETTh2,2016-07-12 06:00:00,2016-09-20 05:00:00,24,CoT,numeric,csv,4.864,1.588,1.902,23.32589020729065,0.0056124,0.0053236,0.0515806,0.0034557999999999,0.0305616,28866.0,513.0,0,,"[25.438815843419672, 25.11408604030149, 27.441334250214123, 29.78339587358969, 33.667197503097604, 36.963197843471725, 39.90020656140417, 40.86467813160521, 41.758197477747565, 43.024414423519765, 41.10020079313507, 38.90231931806435, 36.38259664436647, 33.6089308548376, 31.88214675819074, 31.195817552995464, 30.462153300589343, 30.02307758015157, 29.380522847524663, 28.63795348666649, 28.455885915382773, 27.73558518302124, 27.5646899616739, 27.317390674137844]","[24.835, 25.232, 26.824, 29.619, 32.519, 36.174, 38.073, 39.124, 40.275, 40.849, 40.031, 38.024, 35.813, 34.209, 32.838, 31.855, 31.112, 30.401, 29.811, 29.302, 28.912, 28.552, 28.129, 27.758]",1.166441597337818,0.3804655043496059,0.440878668116297,API,Kimi
moonshotai/kimi-k2-instruct-0905,0.7,ETTh2,2016-07-12 06:00:00,2016-09-20 05:00:00,24,CoT,numeric,plain,6.634,2.206,2.908,45.155726480484006,0.0068768,0.0107658,0.1043094,0.006843,0.0605191999999999,37264.0,514.8,0,,"[25.438815843419672, 25.11408604030149, 27.441334250214123, 29.78339587358969, 33.667197503097604, 36.963197843471725, 39.90020656140417, 40.86467813160521, 41.758197477747565, 43.024414423519765, 41.10020079313507, 38.90231931806435, 36.38259664436647, 33.6089308548376, 31.88214675819074, 31.195817552995464, 30.462153300589343, 30.02307758015157, 29.380522847524663, 28.63795348666649, 28.455885915382773, 27.73558518302124, 27.5646899616739, 27.317390674137844]","[24.5, 24.3, 24.7, 25.1, 25.6, 26.1, 26.7, 27.3, 27.9, 28.5, 29.0, 29.4, 29.7, 29.9, 30.0, 30.0, 29.9, 29.7, 29.5, 29.2, 28.9, 28.6, 28.2, 27.9]",2.414724829043674,0.7850006369424167,1.1546055603538377,API,Kimi
moonshotai/kimi-k2-instruct-0905,0.7,ETTh2,2016-07-12 06:00:00,2016-09-20 05:00:00,24,CoT,textual,csv,11.204,3.96,4.758,20.61052117347717,0.0073528,0.0048004,0.0465108,0.0030718,0.0271666,40260.0,525.6,0,,"[25.438815843419672, 25.11408604030149, 27.441334250214123, 29.78339587358969, 33.667197503097604, 36.963197843471725, 39.90020656140417, 40.86467813160521, 41.758197477747565, 43.024414423519765, 41.10020079313507, 38.90231931806435, 36.38259664436647, 33.6089308548376, 31.88214675819074, 31.195817552995464, 30.462153300589343, 30.02307758015157, 29.380522847524663, 28.63795348666649, 28.455885915382773, 27.73558518302124, 27.5646899616739, 27.317390674137844]","[25.6, 25.9, 26.2, 27.1, 28.0, 29.2, 30.4, 31.7, 33.0, 34.3, 35.6, 36.9, 38.2, 39.5, 40.8, 42.1, 43.4, 44.7, 46.0, 47.3, 48.6, 49.9, 51.2, 52.5]",4.050746350982742,1.5627155851273768,1.971295005827388,API,Kimi
moonshotai/kimi-k2-instruct-0905,0.7,ETTh2,2016-07-12 06:00:00,2016-09-20 05:00:00,24,CoT,textual,plain,6.586,2.206,2.622,31.762565183639527,0.0086363999999999,0.007672,0.0743336,0.0046572,0.0411896,48658.0,535.0,0,,"[25.438815843419672, 25.11408604030149, 27.441334250214123, 29.78339587358969, 33.667197503097604, 36.963197843471725, 39.90020656140417, 40.86467813160521, 41.758197477747565, 43.024414423519765, 41.10020079313507, 38.90231931806435, 36.38259664436647, 33.6089308548376, 31.88214675819074, 31.195817552995464, 30.462153300589343, 30.02307758015157, 29.380522847524663, 28.63795348666649, 28.455885915382773, 27.73558518302124, 27.5646899616739, 27.317390674137844]","[26.069, 26.307, 27.268, 29.041, 31.634, 34.723, 37.525, 39.348, 40.702, 41.851, 42.308, 41.401, 39.854, 38.212, 36.629, 35.483, 34.621, 33.974, 33.423, 32.916, 32.551, 32.195, 31.864, 31.552]",1.2273206589966617,0.4092749686946417,0.5015416233973009,API,Kimi
moonshotai/kimi-k2-instruct-0905,0.7,ETTh2,2016-07-12 06:00:00,2016-09-20 05:00:00,24,CoT + Few-shot,numeric,csv,8.163999999999998,2.652,3.216,19.27441635131836,0.0059892,0.0045266,0.0438582,0.0029942,0.0264808,31369.0,513.6,3,uniform,"[25.438815843419672, 25.11408604030149, 27.441334250214123, 29.78339587358969, 33.667197503097604, 36.963197843471725, 39.90020656140417, 40.86467813160521, 41.758197477747565, 43.024414423519765, 41.10020079313507, 38.90231931806435, 36.38259664436647, 33.6089308548376, 31.88214675819074, 31.195817552995464, 30.462153300589343, 30.02307758015157, 29.380522847524663, 28.63795348666649, 28.455885915382773, 27.73558518302124, 27.5646899616739, 27.317390674137844]","[29.05, 29.39, 30.9, 33.14, 36.19, 39.08, 41.71, 43.52, 45.23, 46.16, 45.05, 42.73, 40.59, 38.79, 37.15, 35.78, 34.92, 34.12, 33.29, 32.57, 31.93, 31.38, 30.91, 30.52]",2.9557462678653583,0.963111623852604,1.2602959969784877,API,Kimi
moonshotai/kimi-k2-instruct-0905,0.7,ETTh2,2016-07-12 06:00:00,2016-09-20 05:00:00,24,CoT + Few-shot,numeric,plain,5.279999999999999,1.6960000000000002,2.002,44.38378391265869,0.0073198,0.0099268,0.0961782,0.0064902,0.0573986,40475.0,499.4,3,uniform,"[25.438815843419672, 25.11408604030149, 27.441334250214123, 29.78339587358969, 33.667197503097604, 36.963197843471725, 39.90020656140417, 40.86467813160521, 41.758197477747565, 43.024414423519765, 41.10020079313507, 38.90231931806435, 36.38259664436647, 33.6089308548376, 31.88214675819074, 31.195817552995464, 30.462153300589343, 30.02307758015157, 29.380522847524663, 28.63795348666649, 28.455885915382773, 27.73558518302124, 27.5646899616739, 27.317390674137844]","[29.27, 30.22, 31.39, 33.09, 35.36, 37.86, 40.25, 41.12, 42.18, 43.22, 44.01, 43.27, 41.89, 40.22, 38.97, 37.7, 36.44, 35.48, 34.62, 33.89, 33.24, 32.68, 32.19, 31.77]",1.7002705667040174,0.5705576219804621,0.6324665999086434,API,Kimi
moonshotai/kimi-k2-instruct-0905,0.7,ETTh2,2016-07-12 06:00:00,2016-09-20 05:00:00,24,CoT + Few-shot,textual,csv,5.314,1.7200000000000002,1.988,20.118405246734618,0.007791,0.0047058,0.0455914,0.0032596,0.0288308,43739.0,492.0,3,uniform,"[25.438815843419672, 25.11408604030149, 27.441334250214123, 29.78339587358969, 33.667197503097604, 36.963197843471725, 39.90020656140417, 40.86467813160521, 41.758197477747565, 43.024414423519765, 41.10020079313507, 38.90231931806435, 36.38259664436647, 33.6089308548376, 31.88214675819074, 31.195817552995464, 30.462153300589343, 30.02307758015157, 29.380522847524663, 28.63795348666649, 28.455885915382773, 27.73558518302124, 27.5646899616739, 27.317390674137844]","[29.07, 30.06, 32.18, 35.27, 37.84, 40.13, 41.88, 43.06, 44.17, 44.82, 43.95, 42.11, 40.28, 38.71, 37.34, 36.19, 35.22, 34.48, 33.91, 33.47, 33.13, 32.86, 32.65, 32.49]",1.771560329201351,0.5975198741464588,0.5715277771027405,API,Kimi
moonshotai/kimi-k2-instruct-0905,0.7,ETTh2,2016-07-12 06:00:00,2016-09-20 05:00:00,24,CoT + Few-shot,textual,plain,8.962,2.904,3.504,99.43608045578004,0.0093056,0.0233004,0.2257522,0.016396,0.1450086,52845.0,551.6,3,uniform,"[25.438815843419672, 25.11408604030149, 27.441334250214123, 29.78339587358969, 33.667197503097604, 36.963197843471725, 39.90020656140417, 40.86467813160521, 41.758197477747565, 43.024414423519765, 41.10020079313507, 38.90231931806435, 36.38259664436647, 33.6089308548376, 31.88214675819074, 31.195817552995464, 30.462153300589343, 30.02307758015157, 29.380522847524663, 28.63795348666649, 28.455885915382773, 27.73558518302124, 27.5646899616739, 27.317390674137844]","[28.74, 29.21, 30.75, 32.96, 36.17, 38.7, 39.72, 40.33, 41.21, 41.85, 41.06, 39.54, 37.38, 35.77, 34.62, 33.91, 33.37, 32.96, 32.57, 32.23, 31.88, 31.54, 30.98, 30.38]",3.492044386888574,1.1498982563687972,1.342064081927536,API,Kimi
moonshotai/kimi-k2-instruct-0905,0.7,ETTh2,2016-07-12 06:00:00,2016-09-20 05:00:00,24,Few-shot,numeric,csv,4.45,1.46,1.666,38.18809585571289,0.0059076,0.0087986,0.0852464,0.006564,0.0580534,31256.0,487.8,3,uniform,"[25.438815843419672, 25.11408604030149, 27.441334250214123, 29.78339587358969, 33.667197503097604, 36.963197843471725, 39.90020656140417, 40.86467813160521, 41.758197477747565, 43.024414423519765, 41.10020079313507, 38.90231931806435, 36.38259664436647, 33.6089308548376, 31.88214675819074, 31.195817552995464, 30.462153300589343, 30.02307758015157, 29.380522847524663, 28.63795348666649, 28.455885915382773, 27.73558518302124, 27.5646899616739, 27.317390674137844]","[24.596, 24.357, 25.002, 27.947, 30.798, 34.432, 37.683, 39.087, 40.648, 41.257, 40.183, 38.084, 36.158, 34.561, 33.304, 32.399, 31.516, 30.53, 29.943, 28.453, 27.885, 27.507, 26.303, 25.575]",0.9123595782365634,0.3291959902550455,0.3535901582340776,API,Kimi
